 num     #instances         #bytes  class name
 647:           501          12024  [Ljava.nio.file.LinkOption;
 648:           500          12000  org.apache.cassandra.cql3.Constants$Marker
 649:           500          12000  org.apache.cassandra.utils.memory.BufferPool$LocalPool
 650:           500          12000  sun.nio.fs.UnixFileSystem$3
 651:           373          11936  java.lang.StringCoding$StringDecoder
 652:           213          11928  sun.security.ssl.CipherSuite
 653:           369          11808  org.apache.cassandra.cql3.QueryOptions$SpecificOptions
 654:           364          11648  java.util.concurrent.ConcurrentHashMap$ForwardingNode
 655:           483          11592  java.util.Collections$SynchronizedRandomAccessList
 656:           482          11568  org.apache.cassandra.db.ReadResponse$RemoteDataResponse
 657:           345          11040  java.util.LinkedHashMap$LinkedValueIterator
 658:           682          10912  org.apache.cassandra.service.ClientWarn$State
 659:           336          10752  com.codahale.metrics.RatioGauge$Ratio
 660:           332          10624  java.io.ByteArrayInputStream
 661:           109          10464  org.apache.cassandra.cql3.Cql_Parser
 662:           325          10400  java.util.concurrent.ConcurrentSkipListMap$SubMap$SubMapEntryIterator
 663:           118          10384  [Lio.prometheus.jmx.shaded.org.eclipse.jetty.util.StringMap$Node;
 664:           216          10368  com.google.common.collect.HashMultimap
 665:            72          10368  com.googlecode.concurrentlinkedhashmap.ConcurrentLinkedHashMap$PaddedAtomicLong
 666:           185          10360  java.lang.invoke.MethodTypeForm
 667:           258          10320  io.netty.channel.AbstractChannel$CloseFuture
 668:           258          10320  io.netty.channel.DefaultChannelPipeline
 669:           183          10248  org.apache.cassandra.cql3.statements.SelectStatement
 670:           320          10240  io.netty.util.internal.chmv8.LongAdderV8
 671:           211          10128  sun.security.x509.X500Name
 672:           126          10080  org.apache.cassandra.db.rows.RowAndDeletionMergeIterator
 673:           625          10000  org.apache.cassandra.db.filter.RowFilter$CQLFilter
 674:           414           9936  java.util.Spliterators$1Adapter
 675:           176           9856  com.codahale.metrics.ExponentiallyDecayingReservoir
 676:           403           9672  org.apache.cassandra.db.PartitionRangeReadCommand$1CacheFilter
 677:           602           9632  java.net.InetSocketAddress
 678:           301           9632  org.apache.cassandra.cql3.statements.ParsedStatement$Prepared
 679:           301           9632  sun.security.x509.AlgorithmId
 680:           401           9624  org.apache.cassandra.auth.RoleResource
 681:           398           9528  [Lorg.apache.cassandra.db.marshal.AbstractType;
 682:           594           9504  org.apache.cassandra.concurrent.NamedThreadFactory$$Lambda$6/1189084611
 683:           131           9432  org.apache.cassandra.db.partitions.AtomicBTreePartition$RowUpdater
 684:           393           9432  sun.reflect.NativeConstructorAccessorImpl
 685:           588           9408  java.util.concurrent.atomic.AtomicReferenceArray
 686:            78           9360  org.apache.cassandra.config.CFMetaData
 687:           389           9336  org.apache.cassandra.metrics.ClearableHistogram
 688:            16           9216  io.netty.util.internal.shaded.org.jctools.queues.MpscChunkedArrayQueue
 689:           186           8928  java.lang.invoke.LambdaForm
 690:           275           8800  javax.management.MBeanAttributeInfo
 691:           363           8712  org.apache.cassandra.db.Slices$ArrayBackedSlices
 692:           272           8704  [Lcom.codahale.metrics.Histogram;
 693:           271           8672  org.apache.cassandra.io.sstable.format.big.BigTableScanner$KeyScanningIterator$1
 694:           269           8608  javax.management.MBeanParameterInfo
 695:           358           8592  org.apache.cassandra.cql3.QueryOptions$OptionsWithColumnSpecifications
 696:           356           8544  com.clearspring.analytics.stream.cardinality.RegisterSet
 697:           266           8512  [Lorg.apache.cassandra.io.sstable.metadata.MetadataType;
 698:           531           8496  java.util.regex.Pattern$Begin
 699:           265           8480  org.apache.cassandra.db.partitions.UnfilteredPartitionIterators$3$1
 700:           264           8448  org.apache.cassandra.io.util.BufferManagingRebufferer$Unaligned
 701:           264           8448  org.apache.cassandra.io.util.RandomAccessReader$RandomAccessReaderWithOwnChannel
 702:           264           8448  org.apache.cassandra.io.util.SimpleChunkReader
 703:           211           8440  org.apache.cassandra.index.internal.IndexEntry
 704:           191           8392  [Ljava.lang.invoke.LambdaForm$Name;
 705:            17           8256  [Ljava.util.concurrent.RunnableScheduledFuture;
 706:           103           8240  org.apache.cassandra.service.StorageProxy$RangeCommandIterator
 707:           257           8224  io.netty.channel.AdaptiveRecvByteBufAllocator$HandleImpl
 708:           514           8224  java.util.TreeMap$EntrySet
 709:           507           8112  io.netty.channel.AbstractChannelHandlerContext$8
 710:           168           8064  org.apache.cassandra.concurrent.SEPWorker
 711:           201           8040  sun.misc.FloatingDecimal$BinaryToASCIIBuffer
 712:           251           8032  org.apache.cassandra.metrics.CassandraMetricsRegistry$JmxMeter
 713:           500           8000  java.nio.file.Files$1
 714:           500           8000  org.apache.cassandra.db.Directories$SSTableLister$$Lambda$53/210474732
 715:           500           8000  org.apache.cassandra.db.lifecycle.LogAwareFileLister$$Lambda$61/1130598644
 716:           500           8000  org.apache.cassandra.db.lifecycle.LogAwareFileLister$$Lambda$63/1760401098
 717:           500           8000  org.apache.cassandra.db.lifecycle.LogAwareFileLister$$Lambda$65/701681793
 718:           100           8000  sun.security.x509.X509CertImpl
 719:           332           7968  org.apache.cassandra.dht.AbstractBounds$Boundary
 720:            83           7968  org.apache.cassandra.schema.TableParams
 721:           246           7872  java.util.TreeMap$KeyIterator
 722:           109           7848  org.apache.cassandra.cql3.Cql_Lexer
 723:           245           7840  java.util.LinkedHashMap$LinkedKeyIterator
 724:           302           7568  [Lcom.codahale.metrics.Striped64$Cell;
 725:            72           7488  com.google.common.collect.MapMakerInternalMap
 726:           211           7368  [Lsun.security.x509.RDN;
 727:           153           7344  java.net.SocketInputStream
 728:           153           7344  java.net.SocketOutputStream
 729:           182           7280  org.apache.cassandra.cql3.selection.Selection$SimpleSelection
 730:           299           7176  org.apache.cassandra.cql3.restrictions.SingleColumnRestriction$EQRestriction
 731:           292           7008  org.apache.cassandra.cql3.restrictions.PartitionKeySingleRestrictionSet
 732:           144           6912  org.apache.cassandra.transport.messages.SupportedMessage
 733:           123           6888  java.beans.MethodDescriptor
 734:           171           6840  io.netty.util.Recycler$WeakOrderQueue
 735:           285           6840  org.apache.cassandra.cql3.restrictions.ClusteringColumnRestrictions
 736:           285           6840  org.apache.cassandra.cql3.restrictions.IndexRestrictions
 737:            24           6720  java.util.concurrent.ConcurrentHashMap$CounterCell
 738:           279           6696  org.apache.cassandra.cql3.ColumnIdentifier$InternedKey
 739:            76           6688  org.apache.cassandra.db.commitlog.MemoryMappedSegment
 740:            96           6656  [Lio.netty.buffer.PoolThreadCache$MemoryRegionCache;
 741:            83           6640  org.apache.cassandra.io.sstable.format.big.BigTableScanner
 742:           207           6624  java.lang.invoke.BoundMethodHandle$Species_L
 743:           413           6608  sun.reflect.DelegatingConstructorAccessorImpl
 744:           273           6552  org.apache.cassandra.auth.AuthenticatedUser
 745:            68           6528  org.apache.cassandra.db.ColumnFamilyStore
 746:           272           6528  org.apache.cassandra.metrics.TableMetrics$TableHistogram
 747:           406           6496  org.apache.cassandra.io.sstable.format.SSTableReader$GlobalTidy$1
 748:           405           6480  com.google.common.base.Predicates$InPredicate
 749:           405           6480  org.apache.cassandra.utils.IntegerInterval$Set
 750:           403           6448  org.apache.cassandra.db.PartitionRangeReadCommand$1
 751:           403           6448  org.apache.cassandra.db.lifecycle.View$$Lambda$121/1365068591
 752:           267           6408  java.beans.MethodRef
 753:            23           6392  [[S
 754:           159           6360  javax.management.MBeanOperationInfo
 755:           264           6336  [Ljava.nio.file.OpenOption;
 756:           264           6336  sun.nio.fs.UnixChannelFactory$Flags
 757:           113           6328  java.util.concurrent.ConcurrentHashMap$EntryIterator
 758:           113           6328  java.util.concurrent.ConcurrentHashMap$KeyIterator
 759:           130           6240  org.cliffc.high_scale_lib.NonBlockingHashMap$CHM
 760:           389           6224  org.apache.cassandra.db.ClusteringComparator$$Lambda$28/1545327692
 761:           389           6224  org.apache.cassandra.db.ClusteringComparator$$Lambda$29/743219449
 762:           389           6224  org.apache.cassandra.db.ClusteringComparator$$Lambda$30/108982313
 763:           389           6224  org.apache.cassandra.db.ClusteringComparator$$Lambda$31/1851255134
 764:           258           6192  io.netty.channel.SucceededChannelFuture
 765:           258           6192  io.netty.channel.unix.Socket
 766:           109           6104  org.apache.cassandra.cql3.CqlLexer$DFA1
 767:           109           6104  org.apache.cassandra.cql3.Cql_Lexer$DFA14
 768:           109           6104  org.apache.cassandra.cql3.Cql_Lexer$DFA22
 769:           109           6104  org.apache.cassandra.cql3.Cql_Lexer$DFA24
 770:           109           6104  org.apache.cassandra.cql3.Cql_Lexer$DFA28
 771:           109           6104  org.apache.cassandra.cql3.Cql_Lexer$DFA30
 772:           109           6104  org.apache.cassandra.cql3.Cql_Lexer$DFA37
 773:           109           6104  org.apache.cassandra.cql3.Cql_Lexer$DFA44
 774:           109           6104  org.apache.cassandra.cql3.Cql_Lexer$DFA9
 775:           109           6104  org.apache.cassandra.cql3.Cql_Parser$DFA1
 776:           109           6104  org.apache.cassandra.cql3.Cql_Parser$DFA15
 777:           109           6104  org.apache.cassandra.cql3.Cql_Parser$DFA154
 778:           109           6104  org.apache.cassandra.cql3.Cql_Parser$DFA155
 779:           109           6104  org.apache.cassandra.cql3.Cql_Parser$DFA173
 780:           109           6104  org.apache.cassandra.cql3.Cql_Parser$DFA175
 781:           109           6104  org.apache.cassandra.cql3.Cql_Parser$DFA177
 782:           109           6104  org.apache.cassandra.cql3.Cql_Parser$DFA179
 783:           109           6104  org.apache.cassandra.cql3.Cql_Parser$DFA182
 784:           109           6104  org.apache.cassandra.cql3.Cql_Parser$DFA190
 785:           109           6104  org.apache.cassandra.cql3.Cql_Parser$DFA195
 786:           109           6104  org.apache.cassandra.cql3.Cql_Parser$DFA196
 787:           109           6104  org.apache.cassandra.cql3.Cql_Parser$DFA205
 788:           109           6104  org.apache.cassandra.cql3.Cql_Parser$DFA44
 789:           254           6096  javax.management.ImmutableDescriptor
 790:           150           6000  org.apache.cassandra.db.rows.BTreeRow$Builder$ComplexColumnDeletion
 791:           374           5984  java.util.concurrent.ConcurrentSkipListMap$EntrySet
 792:           243           5832  org.apache.cassandra.cql3.functions.FunctionName
 793:           104           5824  org.apache.cassandra.db.compaction.SizeTieredCompactionStrategy
 794:           144           5760  org.apache.cassandra.transport.messages.OptionsMessage
 795:           176           5632  io.netty.util.Recycler$WeakOrderQueue$Link
 796:           100           5600  sun.security.util.MemoryCache$SoftCacheEntry
 797:           100           5600  sun.security.x509.X509CertInfo
 798:           231           5544  com.github.benmanes.caffeine.SingleConsumerQueue$Node
 799:           173           5536  java.util.PriorityQueue
 800:           345           5520  java.util.stream.AbstractPipeline$$Lambda$139/1717608942
 801:           345           5520  java.util.stream.StreamSpliterators$WrappingSpliterator$$Lambda$140/172950470
 802:           345           5520  java.util.stream.StreamSpliterators$WrappingSpliterator$$Lambda$141/1894304019
 803:           136           5440  org.apache.cassandra.db.compaction.SizeTieredCompactionStrategyOptions
 804:           225           5400  org.apache.cassandra.gms.GossipDigestAck
 805:           111           5328  javax.management.MBeanInfo
 806:           332           5312  org.cliffc.high_scale_lib.Counter
 807:           220           5280  java.util.Date
 808:            55           5280  java.util.jar.JarFile$JarFileEntry
 809:            12           5280  org.apache.cassandra.net.OutboundTcpConnection
 810:           219           5256  org.apache.cassandra.utils.DefaultValue
 811:           131           5240  org.apache.cassandra.utils.memory.AbstractAllocator$CloningBTreeRowBuilder
 812:           109           5232  org.antlr.runtime.ANTLRStringStream
 813:           109           5232  org.apache.cassandra.transport.messages.QueryMessage
 814:            72           5184  java.beans.PropertyDescriptor
 815:           214           5136  org.apache.cassandra.cql3.Constants$Setter
 816:           213           5112  java.util.regex.Pattern$1
 817:           209           5016  java.lang.invoke.LambdaForm$NamedFunction
 818:           125           5000  com.google.common.util.concurrent.ListenableFutureTask
 819:           205           4920  java.lang.Class$AnnotationData
 820:            68           4896  org.apache.cassandra.db.compaction.CompactionStrategyManager
 821:           202           4848  com.google.common.collect.Iterators$PeekingImpl
 822:           200           4800  org.apache.cassandra.gms.GossipDigestSyn
 823:           198           4752  java.util.concurrent.ConcurrentHashMap$KeySetView
 824:           195           4680  com.google.common.util.concurrent.ExecutionList
 825:           290           4640  com.codahale.metrics.Striped64$HashCode
 826:           143           4576  org.apache.cassandra.db.CBuilder$ArrayBackedBuilder
 827:           189           4536  org.apache.cassandra.cql3.UntypedResultSet$Row
 828:           188           4512  com.google.common.collect.Iterators$8
 829:            80           4480  org.apache.cassandra.cql3.statements.UpdateStatement
 830:           140           4480  org.apache.cassandra.io.util.DataOutputBuffer$1$1
 831:           277           4432  java.util.jar.Attributes
 832:           184           4416  org.apache.cassandra.cql3.statements.SelectStatement$Parameters
 833:            11           4400  org.apache.cassandra.net.IncomingTcpConnection
 834:           183           4392  org.apache.cassandra.cql3.selection.SelectionColumnMapping
 835:           137           4384  sun.reflect.UnsafeObjectFieldAccessorImpl
 836:           273           4368  java.lang.Byte
 837:            42           4368  sun.net.www.protocol.file.FileURLConnection
 838:           109           4360  org.antlr.runtime.CommonTokenStream
 839:           109           4360  org.apache.cassandra.cql3.CqlLexer
 840:            32           4352  io.netty.buffer.PoolArena$DirectArena
 841:            32           4352  io.netty.buffer.PoolArena$HeapArena
 842:           136           4352  org.apache.cassandra.metrics.TableMetrics$TableMetricNameFactory
 843:           108           4320  org.apache.cassandra.db.CachedHashDecoratedKey
 844:           134           4288  [Lcom.codahale.metrics.Timer;
 845:           264           4224  com.google.common.base.Predicates$NotPredicate
 846:           264           4224  org.apache.cassandra.io.sstable.metadata.CompactionMetadata
 847:           264           4224  org.apache.cassandra.io.sstable.metadata.MetadataSerializer
 848:           131           4192  com.sun.jmx.mbeanserver.ConvertingMethod
 849:           130           4160  java.util.concurrent.ConcurrentSkipListMap$KeyIterator
 850:           260           4160  org.apache.cassandra.metrics.TableMetrics$11$1
 851:           260           4160  org.apache.cassandra.metrics.TableMetrics$9$1
 852:           103           4120  org.apache.cassandra.service.StorageProxy$RangeIterator
 853:           103           4120  sun.rmi.transport.tcp.TCPTransport$ConnectionHandler
 854:           153           4104  [Ljava.io.ObjectStreamField;
 855:           256           4096  java.lang.Short
 856:             7           4008  [Ljava.lang.Thread;
 857:            83           3984  java.util.logging.LogManager$LoggerWeakRef
 858:            99           3960  org.cliffc.high_scale_lib.NonBlockingHashMap
 859:           247           3952  java.util.concurrent.ConcurrentSkipListMap$Values
 860:           122           3904  sun.nio.fs.NativeBuffer
 861:           162           3888  com.sun.jmx.mbeanserver.PerInterface$MethodAndSig
 862:            60           3840  java.util.jar.JarFile
 863:           160           3840  org.apache.cassandra.metrics.KeyspaceMetrics$17
 864:           157           3768  io.prometheus.jmx.shaded.org.eclipse.jetty.io.nio.SelectorManager$SelectSet$1
 865:            94           3760  org.apache.cassandra.io.sstable.format.SSTableReader$DropPageCache
 866:           156           3744  com.google.common.collect.Iterators$MergingIterator$1
 867:           155           3720  [Lcom.google.common.base.Predicate;
 868:            93           3720  org.apache.cassandra.cql3.statements.SelectStatement$RawStatement
 869:           225           3600  com.google.common.cache.LocalCache$StrongValueReference
 870:           225           3600  org.apache.cassandra.gms.GossipDigestAck2
 871:           112           3584  sun.reflect.UnsafeQualifiedObjectFieldAccessorImpl
 872:            89           3560  com.google.common.base.Stopwatch
 873:           220           3520  java.lang.Float
 874:            88           3520  sun.security.rsa.RSAPublicKeyImpl
 875:           109           3488  java.lang.StackTraceElement
 876:            62           3472  org.apache.cassandra.db.lifecycle.LifecycleTransaction
 877:           144           3456  java.util.regex.Pattern$GroupTail
 878:           125           3440  [Ljavax.management.MBeanParameterInfo;
 879:           143           3432  java.util.LinkedList$Node
 880:           143           3432  java.util.regex.Pattern$GroupHead
 881:           107           3424  org.apache.cassandra.schema.CompressionParams
 882:           142           3408  java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject
 883:            43           3392  [Ljava.lang.invoke.MethodHandle;
 884:           139           3336  sun.misc.FormattedFloatingDecimal
 885:            83           3320  org.apache.cassandra.io.sstable.format.big.BigTableScanner$KeyScanningIterator
 886:            69           3312  org.apache.cassandra.db.lifecycle.LogRecord
 887:            69           3312  sun.misc.URLClassPath$JarLoader
 888:           103           3296  org.apache.cassandra.service.StorageProxy$RangeMerger
 889:            82           3280  org.apache.cassandra.db.partitions.AbstractBTreePartition$1
 890:           136           3264  org.apache.cassandra.io.util.MmappedRegions$Region
 891:           136           3264  org.apache.cassandra.utils.TopKSampler
 892:           135           3240  org.apache.cassandra.gms.VersionedValue
 893:           134           3216  org.apache.cassandra.metrics.TableMetrics$TableTimer
 894:            80           3200  sun.management.DiagnosticCommandArgumentInfo
 895:            99           3168  java.util.Collections$SynchronizedMap
 896:           131           3144  org.apache.cassandra.utils.memory.ContextAllocator
 897:            96           3136  [Ljavax.management.MBeanOperationInfo;
 898:            78           3120  org.apache.cassandra.config.CFMetaData$1
 899:           130           3120  sun.nio.fs.NativeBuffer$Deallocator
 900:            96           3072  io.netty.buffer.PoolThreadCache$NormalMemoryRegionCache
 901:           126           3024  java.security.Provider$UString
 902:            94           3008  org.apache.cassandra.service.ReadCallback$AsyncRepairRunner
 903:           125           3000  sun.reflect.generics.tree.SimpleClassTypeSignature
 904:            62           2976  java.util.zip.Inflater
 905:           124           2976  org.apache.cassandra.db.compaction.CompactionManager$BackgroundCompactionCandidate
 906:           124           2976  org.apache.cassandra.db.lifecycle.LifecycleTransaction$State
 907:           123           2952  java.util.regex.Pattern$Single
 908:           123           2952  sun.reflect.NativeMethodAccessorImpl
 909:            52           2912  java.net.SocketPermission
 910:            26           2912  sun.nio.ch.SocketChannelImpl
 911:            45           2880  javax.management.openmbean.OpenMBeanAttributeInfoSupport
 912:           180           2880  org.apache.cassandra.index.SecondaryIndexManager$$Lambda$216/62741127
 913:           178           2848  sun.reflect.DelegatingMethodAccessorImpl
 914:            39           2808  java.util.logging.Logger
 915:            70           2800  com.google.common.util.concurrent.AbstractFuture$Sync
 916:            58           2784  java.lang.management.MemoryUsage
 917:           116           2784  org.apache.cassandra.auth.CassandraRoleManager$Role
 918:            87           2784  sun.security.x509.BasicConstraintsExtension
 919:            84           2776  [Ljava.util.regex.Pattern$Node;
 920:           172           2752  org.apache.cassandra.db.compaction.AbstractCompactionStrategy$1
 921:           172           2752  org.apache.cassandra.db.compaction.SizeTieredCompactionStrategy$$Lambda$169/1801385153
 922:           172           2752  org.apache.cassandra.db.compaction.SizeTieredCompactionStrategy$3
 923:           172           2752  org.apache.cassandra.db.lifecycle.View$$Lambda$168/777813870
 924:            85           2720  [Lsun.nio.fs.NativeBuffer;
 925:            68           2720  org.apache.cassandra.db.DiskBoundaries
 926:           113           2712  org.apache.cassandra.cql3.CFName
 927:           113           2712  org.apache.cassandra.cql3.VariableSpecifications
 928:           113           2712  sun.nio.ch.Util$BufferCache
 929:            84           2688  java.util.regex.Pattern$Branch
 930:            84           2688  sun.security.x509.SubjectKeyIdentifierExtension
 931:            22           2640  [Ljava.beans.MethodDescriptor;
 932:           165           2640  java.util.Collections$UnmodifiableSet
 933:           109           2616  org.antlr.runtime.CharStreamState
 934:           109           2616  org.apache.cassandra.cql3.CqlParser
 935:           109           2616  org.apache.cassandra.cql3.ErrorCollector
 936:           138           2584  [Lcom.sun.jmx.mbeanserver.MXBeanMapping;
 937:            44           2560  [Lcom.google.common.collect.HashBiMap$BiEntry;
 938:           105           2520  org.apache.cassandra.db.Slices$Builder
 939:           104           2496  com.google.common.collect.Iterables$8
 940:           156           2496  com.google.common.collect.Iterators$MergingIterator
 941:            78           2496  java.util.concurrent.ConcurrentSkipListMap$EntryIterator
 942:           102           2448  org.apache.cassandra.cql3.Attributes
 943:           102           2448  org.apache.cassandra.cql3.Operations
 944:            76           2432  java.util.logging.LogManager$LogNode
 945:            76           2432  org.apache.cassandra.db.commitlog.CommitLogDescriptor
 946:            76           2432  sun.reflect.UnsafeIntegerFieldAccessorImpl
 947:            76           2432  sun.security.x509.KeyUsageExtension
 948:           100           2400  sun.security.util.BitArray
 949:           100           2400  sun.security.util.Cache$EqualByteArray
 950:           100           2400  sun.security.x509.CertificateValidity
 951:           125           2344  [Lsun.reflect.generics.tree.TypeArgument;
 952:           146           2336  org.apache.cassandra.utils.concurrent.OpOrder
 953:            72           2304  [Lcom.google.common.collect.MapMakerInternalMap$Segment;
 954:            16           2304  io.netty.channel.epoll.EpollEventLoop
 955:            72           2304  io.prometheus.jmx.shaded.io.prometheus.client.GaugeMetricFamily
 956:            36           2304  org.apache.cassandra.db.filter.ClusteringIndexNamesFilter$1
 957:             2           2256  [Lio.prometheus.jmx.shaded.org.eclipse.jetty.http.HttpStatus$Code;
 958:            92           2208  [Lcom.clearspring.analytics.stream.cardinality.ICardinality;
 959:            69           2208  java.util.Spliterators$ArraySpliterator
 960:            55           2200  java.util.Collections$SingletonMap
 961:            68           2176  org.apache.cassandra.db.compaction.CompactionLogger
 962:            68           2176  org.apache.cassandra.db.lifecycle.Tracker
 963:            54           2160  org.apache.cassandra.db.Mutation
 964:           101           2152  [Ljava.lang.reflect.Type;
 965:            67           2144  java.util.zip.ZipCoder
 966:            88           2112  sun.security.x509.CertificateExtensions
 967:            87           2088  java.lang.ProcessEnvironment$Value
 968:            87           2088  java.lang.ProcessEnvironment$Variable
 969:            52           2080  sun.reflect.UnsafeQualifiedStaticLongFieldAccessorImpl
 970:             1           2048  [Lio.prometheus.jmx.shaded.org.eclipse.jetty.http.HttpGenerator$Status;
 971:           128           2048  java.lang.Character
 972:            14           2016  java.text.DecimalFormat
 973:            83           1992  [Ljava.io.Closeable;
 974:            83           1992  org.apache.cassandra.schema.Indexes
 975:           124           1984  sun.reflect.generics.tree.ClassTypeSignature
 976:            24           1920  com.google.common.cache.LocalCache$Segment
 977:            60           1920  org.apache.cassandra.index.internal.CassandraIndex$1
 978:            79           1896  org.apache.cassandra.db.lifecycle.View$2
 979:            39           1872  java.util.concurrent.LinkedBlockingQueue
 980:            78           1872  org.apache.cassandra.db.Serializers
 981:            78           1872  org.apache.cassandra.db.Serializers$NewFormatSerializer
 982:            78           1872  org.apache.cassandra.io.sstable.IndexInfo$Serializer
 983:           117           1872  sun.security.x509.KeyIdentifier
 984:            39           1872  sun.util.locale.LocaleObjectCache$CacheEntry
 985:            58           1856  java.util.stream.FindOps$FindOp
 986:           115           1840  org.apache.cassandra.cql3.UntypedResultSet$FromResultSet
 987:            46           1840  org.apache.cassandra.service.pager.AbstractQueryPager$RowPager
 988:            46           1840  sun.security.ec.NamedCurve
 989:            57           1824  org.apache.cassandra.cql3.functions.CastFcts$JavaFunctionWrapper
 990:            57           1824  org.xml.sax.helpers.LocatorImpl
 991:            38           1824  sun.management.DiagnosticCommandInfo
 992:           113           1808  [Lorg.apache.cassandra.config.ColumnDefinition;
 993:            75           1800  com.google.common.collect.Sets$3
 994:            75           1800  org.apache.cassandra.dht.Bounds
 995:            32           1792  [Ljava.util.List;
 996:            32           1792  [Lorg.apache.cassandra.db.PartitionPosition;
 997:            32           1792  org.apache.cassandra.db.compaction.LeveledCompactionStrategy
 998:            44           1760  com.google.common.collect.HashBiMap$BiEntry
 999:            55           1760  java.lang.invoke.DirectMethodHandle$Special
1000:           110           1760  sun.security.x509.SerialNumber
1001:            27           1728  org.apache.cassandra.db.RowIndexEntry$ShallowIndexedEntry
1002:            54           1728  org.apache.cassandra.db.commitlog.CommitLogSegment$Allocation
1003:            72           1728  org.apache.cassandra.db.compaction.LeveledCompactionStrategy$1
1004:            54           1728  org.apache.cassandra.io.util.DataOutputBufferFixed
1005:            36           1728  org.apache.cassandra.service.pager.PartitionRangeQueryPager
1006:            55           1704  [Lio.netty.util.concurrent.GenericFutureListener;
1007:            48           1704  [Ljava.lang.StackTraceElement;
1008:            42           1680  ch.qos.logback.core.status.InfoStatus
1009:            70           1680  com.google.common.cache.LocalCache$LoadingValueReference
1010:            70           1680  com.google.common.util.concurrent.SettableFuture
1011:            42           1680  org.apache.cassandra.db.RowIndexEntry$ShallowInfoRetriever
1012:            16           1664  io.netty.util.internal.ThreadLocalRandom
1013:            69           1656  [Ljava.io.File;
1014:            69           1656  [Ljava.util.Set;
1015:            69           1656  [Lorg.apache.cassandra.utils.Throwables$DiscreteAction;
1016:            69           1656  org.apache.cassandra.db.lifecycle.LogRecord$Status
1017:             4           1648  [[B
1018:            41           1640  com.sun.jmx.mbeanserver.PerInterface
1019:           102           1632  io.netty.channel.AbstractChannelHandlerContext$9
1020:            68           1632  org.apache.cassandra.db.Directories
1021:            68           1632  org.apache.cassandra.index.SecondaryIndexManager
1022:            68           1632  org.apache.cassandra.metrics.TableMetrics$10
1023:            68           1632  org.apache.cassandra.metrics.TableMetrics$11
1024:            68           1632  org.apache.cassandra.metrics.TableMetrics$12
1025:            68           1632  org.apache.cassandra.metrics.TableMetrics$14
1026:            68           1632  org.apache.cassandra.metrics.TableMetrics$15
1027:            68           1632  org.apache.cassandra.metrics.TableMetrics$16
1028:            68           1632  org.apache.cassandra.metrics.TableMetrics$17
1029:            68           1632  org.apache.cassandra.metrics.TableMetrics$19
1030:            68           1632  org.apache.cassandra.metrics.TableMetrics$2
1031:            68           1632  org.apache.cassandra.metrics.TableMetrics$21
1032:            68           1632  org.apache.cassandra.metrics.TableMetrics$23
1033:            68           1632  org.apache.cassandra.metrics.TableMetrics$24
1034:            68           1632  org.apache.cassandra.metrics.TableMetrics$25
1035:            68           1632  org.apache.cassandra.metrics.TableMetrics$27
1036:            68           1632  org.apache.cassandra.metrics.TableMetrics$29
1037:            68           1632  org.apache.cassandra.metrics.TableMetrics$3
1038:            68           1632  org.apache.cassandra.metrics.TableMetrics$30
1039:            68           1632  org.apache.cassandra.metrics.TableMetrics$31
1040:            68           1632  org.apache.cassandra.metrics.TableMetrics$32
1041:            68           1632  org.apache.cassandra.metrics.TableMetrics$33
1042:            68           1632  org.apache.cassandra.metrics.TableMetrics$34
1043:            68           1632  org.apache.cassandra.metrics.TableMetrics$4
1044:            68           1632  org.apache.cassandra.metrics.TableMetrics$5
1045:            68           1632  org.apache.cassandra.metrics.TableMetrics$6
1046:            68           1632  org.apache.cassandra.metrics.TableMetrics$7
1047:            68           1632  org.apache.cassandra.metrics.TableMetrics$8
1048:            68           1632  org.apache.cassandra.metrics.TableMetrics$9
1049:            40           1600  org.cliffc.high_scale_lib.NonBlockingHashMap$SnapshotV
1050:           100           1600  sun.security.x509.CertificateAlgorithmId
1051:           100           1600  sun.security.x509.CertificateSerialNumber
1052:           100           1600  sun.security.x509.CertificateVersion
1053:           100           1600  sun.security.x509.CertificateX509Key
1054:            66           1584  org.apache.cassandra.db.partitions.UnfilteredPartitionIterators$3
1055:            66           1584  org.apache.cassandra.db.partitions.UnfilteredPartitionIterators$4
1056:            28           1568  io.prometheus.jmx.shaded.org.eclipse.jetty.io.ByteArrayBuffer$CaseInsensitive
1057:            48           1536  io.netty.handler.codec.CodecOutputList
1058:            32           1536  org.apache.cassandra.db.compaction.LeveledManifest
1059:            32           1536  org.hyperic.sigar.FileSystem
1060:            63           1512  org.apache.cassandra.db.view.TableViews
1061:            47           1504  io.prometheus.jmx.shaded.org.eclipse.jetty.http.HttpStatus$Code
1062:            93           1488  java.util.concurrent.ConcurrentHashMap$ValuesView
1063:            62           1488  java.util.zip.ZStreamRef
1064:            62           1488  org.apache.cassandra.notifications.SSTableListChangedNotification
1065:            46           1472  java.security.spec.EllipticCurve
1066:            13           1456  java.util.GregorianCalendar
1067:            91           1456  java.util.zip.CRC32
1068:            26           1456  sun.rmi.transport.tcp.TCPChannel
1069:            26           1456  sun.rmi.transport.tcp.TCPConnection
1070:            16           1392  [Ljava.lang.Byte;
1071:            58           1392  java.util.stream.FindOps$FindSink$OfRef
1072:             1           1376  [Lsun.misc.FDBigInteger;
1073:            86           1376  com.google.common.base.Predicates$AndPredicate
1074:            57           1368  sun.reflect.generics.factory.CoreReflectionFactory
