 num     #instances         #bytes  class name
2189:             2             48  org.apache.cassandra.db.Directories$OnTxnErr
2190:             2             48  org.apache.cassandra.db.ReadCommand$Kind
2191:             2             48  org.apache.cassandra.db.aggregation.AggregationSpecification$Kind
2192:             1             48  org.apache.cassandra.db.commitlog.CommitLogArchiver
2193:             2             48  org.apache.cassandra.db.filter.ClusteringIndexFilter$Kind
2194:             2             48  org.apache.cassandra.db.monitoring.MonitoringTask$OperationsQueue
2195:             2             48  org.apache.cassandra.db.rows.Unfiltered$Kind
2196:             1             48  org.apache.cassandra.db.view.View
2197:             1             48  org.apache.cassandra.gms.FailureDetector
2198:             1             48  org.apache.cassandra.hints.HintsService
2199:             1             48  org.apache.cassandra.io.sstable.IndexSummaryRedistribution
2200:             2             48  org.apache.cassandra.io.sstable.format.SSTableReadsListener$SelectionReason
2201:             3             48  org.apache.cassandra.metrics.CacheMetrics$2
2202:             3             48  org.apache.cassandra.metrics.CacheMetrics$3
2203:             3             48  org.apache.cassandra.metrics.CacheMetrics$4
2204:             3             48  org.apache.cassandra.metrics.CacheMetrics$5
2205:             2             48  org.apache.cassandra.metrics.TableMetrics$Sampler
2206:             1             48  org.apache.cassandra.net.MessagingService$2
2207:             1             48  org.apache.cassandra.net.RateBasedBackPressure
2208:             2             48  org.apache.cassandra.net.RateBasedBackPressure$Flow
2209:             2             48  org.apache.cassandra.schema.CachingParams$Option
2210:             2             48  org.apache.cassandra.schema.KeyspaceParams$Option
2211:             2             48  org.apache.cassandra.streaming.ProgressInfo$Direction
2212:             2             48  org.apache.cassandra.transport.Event$StatusChange$Status
2213:             2             48  org.apache.cassandra.transport.Message$Direction
2214:             2             48  org.apache.cassandra.transport.Server$LatestEvent
2215:             2             48  org.apache.cassandra.utils.ChecksumType$3
2216:             2             48  org.apache.cassandra.utils.Throwables$FileOpType
2217:             2             48  org.apache.cassandra.utils.btree.BTree$Dir
2218:             1             48  org.codehaus.jackson.JsonFactory
2219:             1             48  org.codehaus.jackson.map.DeserializationConfig
2220:             1             48  org.codehaus.jackson.map.SerializationConfig
2221:             2             48  org.codehaus.jackson.map.deser.std.CalendarDeserializer
2222:             2             48  org.codehaus.jackson.map.deser.std.StdDeserializer$BooleanDeserializer
2223:             2             48  org.codehaus.jackson.map.deser.std.StdDeserializer$ByteDeserializer
2224:             2             48  org.codehaus.jackson.map.deser.std.StdDeserializer$CharacterDeserializer
2225:             2             48  org.codehaus.jackson.map.deser.std.StdDeserializer$DoubleDeserializer
2226:             2             48  org.codehaus.jackson.map.deser.std.StdDeserializer$FloatDeserializer
2227:             2             48  org.codehaus.jackson.map.deser.std.StdDeserializer$IntegerDeserializer
2228:             2             48  org.codehaus.jackson.map.deser.std.StdDeserializer$LongDeserializer
2229:             2             48  org.codehaus.jackson.map.deser.std.StdDeserializer$ShortDeserializer
2230:             2             48  org.codehaus.jackson.map.ser.StdSerializers$BooleanSerializer
2231:             1             48  org.codehaus.jackson.sym.BytesToNameCanonicalizer$TableInfo
2232:             1             48  org.hyperic.sigar.FileSystemMap
2233:             1             48  org.hyperic.sigar.Sigar
2234:             2             48  sun.instrument.TransformerManager
2235:             2             48  sun.management.GarbageCollectionNotifInfoCompositeData
2236:             1             48  sun.management.GcInfoBuilder
2237:             2             48  sun.management.ManagementFactoryHelper$1
2238:             2             48  sun.misc.NativeSignalHandler
2239:             1             48  sun.nio.cs.StreamEncoder
2240:             3             48  sun.rmi.server.WeakClassHashMap$ValueCell
2241:             2             48  sun.security.jca.GetInstance$Instance
2242:             2             48  sun.security.jca.ProviderList
2243:             2             48  sun.security.jca.ProviderList$3
2244:             2             48  sun.security.provider.certpath.X509CertPath
2245:             1             48  sun.security.ssl.CipherBox
2246:             2             48  sun.security.ssl.SSLAlgorithmConstraints
2247:             2             48  sun.security.util.DisabledAlgorithmConstraints$KeySizeConstraint
2248:             2             48  sun.security.x509.CertificatePolicyMap
2249:             3             48  sun.security.x509.RFC822Name
2250:             3             48  sun.text.normalizer.NormalizerBase$QuickCheckResult
2251:             1             48  sun.text.resources.FormatData
2252:             1             48  sun.text.resources.en.FormatData_en
2253:             1             48  sun.text.resources.en.FormatData_en_US
2254:             1             48  sun.util.resources.CalendarData
2255:             1             48  sun.util.resources.CurrencyNames
2256:             1             48  sun.util.resources.en.CalendarData_en
2257:             1             48  sun.util.resources.en.CurrencyNames_en_US
2258:             1             40  [Lch.qos.logback.core.pattern.parser.TokenStream$TokenizerState;
2259:             1             40  [Lch.qos.logback.core.subst.Token$Type;
2260:             1             40  [Lch.qos.logback.core.util.AggregationType;
2261:             1             40  [Lcom.github.benmanes.caffeine.cache.RemovalCause;
2262:             1             40  [Lcom.google.common.cache.RemovalCause;
2263:             1             40  [Lcom.google.common.collect.MapMaker$RemovalCause;
2264:             2             40  [Lcom.sun.jmx.mbeanserver.ClassLoaderRepositorySupport$LoaderEntry;
2265:             1             40  [Lcom.sun.org.apache.xerces.internal.util.Status;
2266:             1             40  [Lcom.sun.org.apache.xerces.internal.utils.XMLSecurityManager$State;
2267:             1             40  [Lcom.sun.org.apache.xerces.internal.utils.XMLSecurityPropertyManager$State;
2268:             1             40  [Lio.prometheus.jmx.shaded.io.prometheus.client.Collector$Type;
2269:             1             40  [Lio.prometheus.jmx.shaded.javax.servlet.DispatcherType;
2270:             1             40  [Lio.prometheus.jmx.shaded.org.yaml.snakeyaml.DumperOptions$ScalarStyle;
2271:             1             40  [Ljava.lang.management.MemoryPoolMXBean;
2272:             1             40  [Ljava.util.stream.StreamOpFlag;
2273:             1             40  [Lorg.apache.cassandra.cql3.statements.IndexTarget$Type;
2274:             1             40  [Lorg.apache.cassandra.db.view.ViewUpdateGenerator$UpdateAction;
2275:             1             40  [Lorg.apache.cassandra.schema.CompactionParams$Option;
2276:             1             40  [Lorg.apache.cassandra.streaming.StreamSession$State;
2277:             1             40  [Lorg.apache.cassandra.transport.Event$SchemaChange$Target;
2278:             1             40  [Lorg.apache.cassandra.utils.NativeLibrary$OSType;
2279:             1             40  [Lorg.github.jamm.MemoryMeter$Guess;
2280:             1             40  [Lorg.yaml.snakeyaml.DumperOptions$ScalarStyle;
2281:             1             40  [Lsun.security.jca.ServiceId;
2282:             1             40  [Lsun.security.util.DisabledAlgorithmConstraints$KeySizeConstraint$Operator;
2283:             1             40  [Lsun.util.locale.provider.LocaleProviderAdapter$Type;
2284:             1             40  [[Ljava.lang.invoke.LambdaForm$Name;
2285:             1             40  ch.qos.logback.core.BasicStatusManager
2286:             1             40  ch.qos.logback.core.joran.spi.ConfigurationWatchList
2287:             1             40  ch.qos.logback.core.rolling.SizeBasedTriggeringPolicy
2288:             1             40  com.github.benmanes.caffeine.cache.BoundedLocalCache$BoundedPolicy
2289:             1             40  com.google.common.collect.EmptyImmutableSortedMap
2290:             1             40  com.sun.beans.finder.MethodFinder$1
2291:             1             40  com.sun.jmx.interceptor.DefaultMBeanServerInterceptor
2292:             1             40  com.sun.jmx.mbeanserver.JmxMBeanServer
2293:             1             40  com.sun.jmx.mbeanserver.MBeanServerDelegateImpl
2294:             1             40  io.netty.channel.epoll.AbstractEpollServerChannel$EpollServerSocketUnsafe
2295:             1             40  io.prometheus.jmx.shaded.org.eclipse.jetty.util.thread.Timeout
2296:             1             40  java.beans.WeakIdentityMap$Entry
2297:             1             40  java.lang.invoke.BoundMethodHandle$Species_L4
2298:             1             40  java.lang.reflect.Proxy$Key2
2299:             1             40  java.util.ResourceBundle$1
2300:             1             40  javax.crypto.CryptoAllPermission
2301:             1             40  net.jpountz.lz4.LZ4Factory
2302:             1             40  org.apache.cassandra.concurrent.SharedExecutorPool
2303:             1             40  org.apache.cassandra.config.TransparentDataEncryptionOptions
2304:             1             40  org.apache.cassandra.cql3.selection.Selection$SelectionWithProcessing
2305:             1             40  org.apache.cassandra.db.commitlog.CommitLog
2306:             1             40  org.apache.cassandra.db.view.ViewBuilder
2307:             1             40  org.apache.cassandra.index.internal.composites.ClusteringColumnIndex
2308:             1             40  org.apache.cassandra.locator.GossipingPropertyFileSnitch
2309:             1             40  org.apache.cassandra.net.MessagingService$1
2310:             1             40  org.apache.cassandra.net.MessagingService$3
2311:             1             40  org.apache.cassandra.streaming.management.StreamEventJMXNotifier
2312:             1             40  org.apache.cassandra.transport.Server
2313:             1             40  org.apache.cassandra.utils.NoSpamLogger$NoSpamLogStatement
2314:             1             40  org.apache.cassandra.utils.memory.SlabPool
2315:             1             40  org.codehaus.jackson.map.util.StdDateFormat
2316:             1             40  sun.management.DiagnosticCommandImpl
2317:             1             40  sun.management.MappedMXBeanType$CompositeDataMXBeanType
2318:             1             40  sun.management.MappedMXBeanType$MapMXBeanType
2319:             1             40  sun.nio.cs.StandardCharsets$Aliases
2320:             1             40  sun.nio.cs.StandardCharsets$Cache
2321:             1             40  sun.nio.cs.StandardCharsets$Classes
2322:             1             32  [Lch.qos.logback.core.rolling.helper.CompressionMode;
2323:             1             32  [Lch.qos.logback.core.spi.FilterReply;
2324:             1             32  [Lch.qos.logback.core.subst.Tokenizer$TokenizerState;
2325:             1             32  [Lcom.github.benmanes.caffeine.cache.Caffeine$Strength;
2326:             1             32  [Lcom.google.common.base.Predicates$ObjectPredicate;
2327:             1             32  [Lcom.google.common.cache.LocalCache$Strength;
2328:             1             32  [Lcom.google.common.collect.AbstractIterator$State;
2329:             1             32  [Lcom.google.common.collect.MapMakerInternalMap$Strength;
2330:             1             32  [Lcom.googlecode.concurrentlinkedhashmap.ConcurrentLinkedHashMap$DrainStatus;
2331:             1             32  [Lcom.sun.beans.util.Cache$Kind;
2332:             1             32  [Lcom.sun.org.apache.xerces.internal.utils.XMLSecurityManager$NameMap;
2333:             1             32  [Lio.netty.buffer.PoolArena$SizeClass;
2334:             1             32  [Lio.netty.util.ResourceLeakDetector$Level;
2335:             1             32  [Lio.prometheus.jmx.shaded.org.eclipse.jetty.io.Buffers$Type;
2336:             1             32  [Lio.prometheus.jmx.shaded.org.eclipse.jetty.servlet.Holder$Source;
2337:             1             32  [Lio.prometheus.jmx.shaded.org.yaml.snakeyaml.DumperOptions$FlowStyle;
2338:             1             32  [Lio.prometheus.jmx.shaded.org.yaml.snakeyaml.DumperOptions$LineBreak;
2339:             1             32  [Lio.prometheus.jmx.shaded.org.yaml.snakeyaml.introspector.BeanAccess;
2340:             2             32  [Ljava.lang.Enum;
2341:             1             32  [Ljava.lang.OutOfMemoryError;
2342:             1             32  [Ljava.lang.ThreadGroup;
2343:             1             32  [Ljava.lang.UNIXProcess$Platform;
2344:             1             32  [Ljava.lang.management.MemoryManagerMXBean;
2345:             1             32  [Ljava.nio.file.FileTreeWalker$EventType;
2346:             1             32  [Ljava.nio.file.FileVisitResult;
2347:             1             32  [Ljava.text.Normalizer$Form;
2348:             1             32  [Ljava.util.concurrent.atomic.AtomicReference;
2349:             1             32  [Ljava.util.stream.MatchOps$MatchKind;
2350:             1             32  [Ljava.util.stream.StreamShape;
2351:             2             32  [Ljavax.management.remote.TargetedNotification;
2352:             1             32  [Lnet.jpountz.util.Native$OS;
2353:             1             32  [Lorg.apache.cassandra.auth.DataResource$Level;
2354:             1             32  [Lorg.apache.cassandra.auth.IRoleManager$Option;
2355:             1             32  [Lorg.apache.cassandra.config.Config$DiskAccessMode;
2356:             1             32  [Lorg.apache.cassandra.config.Config$UserFunctionTimeoutPolicy;
2357:             1             32  [Lorg.apache.cassandra.config.ReadRepairDecision;
2358:             1             32  [Lorg.apache.cassandra.cql3.AssignmentTestable$TestResult;
2359:             1             32  [Lorg.apache.cassandra.cql3.statements.BatchStatement$Type;
2360:             1             32  [Lorg.apache.cassandra.cql3.statements.StatementType;
2361:             1             32  [Lorg.apache.cassandra.db.Conflicts$Resolution;
2362:             1             32  [Lorg.apache.cassandra.db.Directories$FileType;
2363:             1             32  [Lorg.apache.cassandra.db.commitlog.CommitLogSegment$CDCState;
2364:             1             32  [Lorg.apache.cassandra.db.lifecycle.SSTableSet;
2365:             1             32  [Lorg.apache.cassandra.db.marshal.AbstractType$ComparisonType;
2366:             1             32  [Lorg.apache.cassandra.db.marshal.CollectionType$Kind;
2367:             1             32  [Lorg.apache.cassandra.db.monitoring.MonitoringState;
2368:             1             32  [Lorg.apache.cassandra.db.rows.SerializationHelper$Flag;
2369:             1             32  [Lorg.apache.cassandra.index.transactions.IndexTransaction$Type;
2370:             1             32  [Lorg.apache.cassandra.io.sstable.format.SSTableReader$OpenReason;
2371:             1             32  [Lorg.apache.cassandra.io.sstable.format.SSTableReadsListener$SkippingReason;
2372:             1             32  [Lorg.apache.cassandra.repair.RepairParallelism;
2373:             1             32  [Lorg.apache.cassandra.repair.SystemDistributedKeyspace$RepairState;
2374:             1             32  [Lorg.apache.cassandra.schema.SpeculativeRetryParam$Kind;
2375:             1             32  [Lorg.apache.cassandra.service.CacheService$CacheType;
2376:             1             32  [Lorg.apache.cassandra.streaming.StreamEvent$Type;
2377:             1             32  [Lorg.apache.cassandra.transport.Event$SchemaChange$Change;
2378:             1             32  [Lorg.apache.cassandra.transport.ServerConnection$State;
2379:             1             32  [Lorg.apache.cassandra.utils.AbstractIterator$State;
2380:             1             32  [Lorg.apache.cassandra.utils.AsymmetricOrdering$Op;
2381:             1             32  [Lorg.apache.cassandra.utils.NoSpamLogger$Level;
2382:             1             32  [Lorg.apache.cassandra.utils.concurrent.Transactional$AbstractTransactional$State;
2383:             1             32  [Lorg.apache.cassandra.utils.memory.MemtableAllocator$LifeCycle;
2384:             2             32  [Lorg.codehaus.jackson.type.JavaType;
2385:             1             32  [Lorg.yaml.snakeyaml.DumperOptions$FlowStyle;
2386:             1             32  [Lorg.yaml.snakeyaml.DumperOptions$LineBreak;
2387:             1             32  [Lorg.yaml.snakeyaml.introspector.BeanAccess;
2388:             2             32  [Lsun.instrument.TransformerManager$TransformerInfo;
2389:             1             32  [Lsun.misc.FormattedFloatingDecimal$Form;
2390:             1             32  [Lsun.security.provider.NativePRNG$Variant;
2391:             1             32  [Lsun.security.ssl.CipherSuite$CipherType;
2392:             1             32  [Lsun.security.ssl.CipherSuite$PRF;
2393:             1             32  [[Lcom.google.common.collect.MapMakerInternalMap$EntryFactory;
2394:             1             32  ch.qos.logback.classic.joran.JoranConfigurator
2395:             1             32  ch.qos.logback.classic.joran.action.ConfigurationAction
2396:             1             32  ch.qos.logback.classic.joran.action.EvaluatorAction
2397:             1             32  ch.qos.logback.classic.joran.action.LoggerAction
2398:             1             32  ch.qos.logback.classic.joran.action.LoggerContextListenerAction
2399:             1             32  ch.qos.logback.classic.joran.action.ReceiverAction
2400:             1             32  ch.qos.logback.classic.joran.action.RootLoggerAction
2401:             2             32  ch.qos.logback.classic.pattern.EnsureExceptionHandling
2402:             1             32  ch.qos.logback.classic.sift.SiftAction
2403:             1             32  ch.qos.logback.classic.spi.LoggerContextVO
2404:             1             32  ch.qos.logback.core.helpers.CyclicBuffer
2405:             1             32  ch.qos.logback.core.joran.action.AppenderAction
2406:             1             32  ch.qos.logback.core.joran.action.ConversionRuleAction
2407:             1             32  ch.qos.logback.core.joran.action.IncludeAction
2408:             1             32  ch.qos.logback.core.joran.action.NestedBasicPropertyIA
2409:             1             32  ch.qos.logback.core.joran.action.NestedComplexPropertyIA
2410:             1             32  ch.qos.logback.core.joran.action.NewRuleAction
2411:             1             32  ch.qos.logback.core.joran.action.ParamAction
2412:             1             32  ch.qos.logback.core.joran.action.ShutdownHookAction
2413:             1             32  ch.qos.logback.core.joran.action.StatusListenerAction
2414:             1             32  ch.qos.logback.core.joran.action.TimestampAction
2415:             1             32  ch.qos.logback.core.joran.conditional.ElseAction
2416:             1             32  ch.qos.logback.core.joran.conditional.IfAction
2417:             1             32  ch.qos.logback.core.joran.conditional.ThenAction
2418:             1             32  ch.qos.logback.core.joran.spi.SimpleRuleStore
2419:             1             32  ch.qos.logback.core.rolling.helper.Compressor
2420:             1             32  ch.qos.logback.core.rolling.helper.FileNamePattern
2421:             1             32  ch.qos.logback.core.rolling.helper.IntegerTokenConverter
2422:             2             32  ch.qos.logback.core.spi.FilterAttachableImpl
2423:             1             32  com.github.benmanes.caffeine.cache.BoundedLocalCache$BoundedLocalLoadingCache
2424:             1             32  com.github.benmanes.caffeine.cache.FrequencySketch
2425:             2             32  com.google.common.base.Joiner
2426:             1             32  com.google.common.collect.AbstractMapBasedMultimap$NavigableKeySet
2427:             1             32  com.google.common.collect.EmptyImmutableBiMap
2428:             1             32  com.google.common.util.concurrent.MoreExecutors$DirectExecutorService
2429:             2             32  com.googlecode.concurrentlinkedhashmap.ConcurrentHashMapV8$ValuesView
2430:             2             32  com.sun.beans.WeakCache
2431:             1             32  com.sun.beans.finder.BeanInfoFinder
2432:             2             32  com.sun.jmx.mbeanserver.GetPropertyAction
2433:             1             32  com.sun.jmx.mbeanserver.Repository
2434:             1             32  com.sun.jmx.remote.internal.ArrayQueue
2435:             1             32  com.sun.management.GarbageCollectionNotificationInfo
2436:             1             32  com.sun.org.apache.xerces.internal.impl.XMLEntityScanner$1
2437:             2             32  com.sun.org.apache.xerces.internal.impl.dv.dtd.ENTITYDatatypeValidator
2438:             2             32  com.sun.proxy.$Proxy5
2439:             1             32  io.netty.bootstrap.ServerBootstrap$ServerBootstrapAcceptor
2440:             1             32  io.netty.buffer.PoolThreadCache$MemoryRegionCache$1
2441:             1             32  io.netty.buffer.PooledUnsafeDirectByteBuf$1
2442:             1             32  io.netty.channel.AbstractChannelHandlerContext$WriteAndFlushTask$1
2443:             1             32  io.netty.channel.ChannelOutboundBuffer$Entry$1
2444:             1             32  io.netty.channel.epoll.EpollEventLoopGroup
2445:             2             32  io.netty.channel.group.ChannelMatchers$ClassMatcher
2446:             1             32  io.netty.handler.codec.CodecOutputList$1
2447:             2             32  io.netty.util.internal.logging.Slf4JLoggerFactory
2448:             2             32  io.prometheus.jmx.shaded.io.prometheus.client.Counter$Child
2449:             1             32  io.prometheus.jmx.shaded.io.prometheus.client.hotspot.StandardExports
2450:             1             32  io.prometheus.jmx.shaded.org.eclipse.jetty.continuation.ContinuationThrowable
2451:             1             32  io.prometheus.jmx.shaded.org.eclipse.jetty.http.PathMap$Entry
2452:             1             32  io.prometheus.jmx.shaded.org.eclipse.jetty.servlet.ServletContextHandler$Context
2453:             1             32  java.beans.ThreadGroupContext
2454:             1             32  java.beans.ThreadGroupContext$1
2455:             1             32  java.io.ObjectOutputStream$PutFieldImpl
2456:             1             32  java.io.UnixFileSystem
2457:             1             32  java.lang.ArithmeticException
2458:             1             32  java.lang.ArrayIndexOutOfBoundsException
2459:             1             32  java.lang.ArrayStoreException
2460:             1             32  java.lang.ClassCastException
2461:             1             32  java.lang.Exception
2462:             1             32  java.lang.NullPointerException
2463:             2             32  java.lang.Shutdown$Lock
2464:             1             32  java.lang.UnsupportedOperationException
2465:             1             32  java.lang.reflect.WeakCache
2466:             1             32  java.lang.reflect.WeakCache$CacheKey
2467:             1             32  java.net.Inet6Address
2468:             1             32  java.net.Inet6Address$Inet6AddressHolder
2469:             2             32  java.nio.ByteOrder
2470:             1             32  java.nio.channels.NotYetConnectedException
2471:             1             32  java.text.DontCareFieldPosition
2472:             2             32  java.util.Collections$UnmodifiableMap$UnmodifiableEntrySet
2473:             1             32  java.util.concurrent.CancellationException
2474:             1             32  java.util.concurrent.ThreadLocalRandom
2475:             2             32  java.util.jar.JarVerifier$3
2476:             1             32  java.util.logging.LogManager$SystemLoggerContext
2477:             1             32  java.util.regex.Pattern$3
2478:             2             32  javax.management.NotificationFilterSupport
2479:             1             32  javax.management.remote.JMXServiceURL
2480:             1             32  org.apache.cassandra.auth.CassandraRoleManager
2481:             1             32  org.apache.cassandra.batchlog.BatchlogManager
2482:             2             32  org.apache.cassandra.cache.ConcurrentLinkedHashCache
2483:             2             32  org.apache.cassandra.cache.ConcurrentLinkedHashCache$1
2484:             1             32  org.apache.cassandra.config.Schema
2485:             1             32  org.apache.cassandra.cql3.functions.TimeFcts$4
2486:             1             32  org.apache.cassandra.cql3.functions.TimeFcts$5
2487:             2             32  org.apache.cassandra.db.RangeSliceVerbHandler
2488:             1             32  org.apache.cassandra.db.commitlog.SimpleCachedBufferPool
2489:             1             32  org.apache.cassandra.db.compaction.CompactionManager
2490:             1             32  org.apache.cassandra.db.marshal.AsciiType
2491:             1             32  org.apache.cassandra.db.marshal.PartitionerDefinedOrder
2492:             1             32  org.apache.cassandra.db.monitoring.MonitoringTask
2493:             2             32  org.apache.cassandra.db.rows.CellPath$EmptyCellPath
2494:             2             32  org.apache.cassandra.dht.AbstractBounds$AbstractBoundsSerializer
2495:             1             32  org.apache.cassandra.hints.HintsBuffer
2496:             1             32  org.apache.cassandra.hints.HintsBufferPool
2497:             1             32  org.apache.cassandra.hints.HintsDispatchExecutor
2498:             1             32  org.apache.cassandra.hints.HintsDispatchTrigger
2499:             1             32  org.apache.cassandra.io.compress.LZ4Compressor
2500:             1             32  org.apache.cassandra.io.sstable.IndexSummaryManager
2501:             1             32  org.apache.cassandra.metrics.CQLMetrics
2502:             2             32  org.apache.cassandra.metrics.ClientMetrics$$Lambda$280/282141189
2503:             1             32  org.apache.cassandra.metrics.CommitLogMetrics
2504:             1             32  org.apache.cassandra.metrics.CompactionMetrics
2505:             2             32  org.apache.cassandra.metrics.TableMetrics$AllTableMetricNameFactory
2506:             2             32  org.apache.cassandra.net.ResponseVerbHandler
2507:             1             32  org.apache.cassandra.security.EncryptionContext
2508:             2             32  org.apache.cassandra.serializers.ListSerializer
2509:             1             32  org.apache.cassandra.service.AbstractReadExecutor$AlwaysSpeculatingReadExecutor
2510:             1             32  org.apache.cassandra.service.ActiveRepairService
2511:             1             32  org.apache.cassandra.service.CassandraDaemon
2512:             1             32  org.apache.cassandra.service.NativeTransportService
2513:             1             32  org.apache.cassandra.thrift.TCustomServerSocket
2514:             1             32  org.apache.cassandra.thrift.ThriftServer
2515:             2             32  org.apache.cassandra.utils.Clock
2516:             1             32  org.apache.cassandra.utils.ExpiringMap
2517:             1             32  org.apache.cassandra.utils.ResourceWatcher$WatchedResource
2518:             1             32  org.apache.cassandra.utils.btree.BTree$1
2519:             1             32  org.apache.cassandra.utils.btree.TreeBuilder$1
2520:             1             32  org.apache.cassandra.utils.memory.BufferPool$GlobalPool
2521:             1             32  org.apache.thrift.protocol.TBinaryProtocol$Factory
2522:             1             32  org.codehaus.jackson.map.deser.BeanDeserializerFactory$ConfigImpl
2523:             1             32  org.codehaus.jackson.map.deser.StdDeserializerProvider
2524:             1             32  org.codehaus.jackson.map.introspect.VisibilityChecker$Std
2525:             2             32  org.codehaus.jackson.map.ser.StdSerializers$NumberSerializer
2526:             2             32  org.codehaus.jackson.map.ser.std.StdKeySerializer
2527:             1             32  org.codehaus.jackson.map.type.TypeFactory
2528:             2             32  org.codehaus.jackson.map.util.RootNameLookup
2529:             1             32  org.github.jamm.MemoryMeter
2530:             1             32  sun.management.GcInfoCompositeData
2531:             1             32  sun.management.MappedMXBeanType$InProgress
2532:             1             32  sun.management.MemoryImpl
2533:             2             32  sun.nio.ch.SocketDispatcher
2534:             1             32  sun.nio.cs.StandardCharsets
2535:             1             32  sun.nio.fs.LinuxFileSystem
2536:             1             32  sun.reflect.UnsafeQualifiedDoubleFieldAccessorImpl
2537:             1             32  sun.reflect.generics.reflectiveObjects.WildcardTypeImpl
2538:             1             32  sun.rmi.server.UnicastServerRef2
2539:             1             32  sun.rmi.transport.proxy.RMIMasterSocketFactory
2540:             1             32  sun.rmi.transport.tcp.TCPTransport$AcceptLoop
2541:             1             32  sun.security.provider.SecureRandom
2542:             1             32  sun.security.ssl.ProtocolList
2543:             2             32  sun.security.ssl.SSLAlgorithmDecomposer
2544:             1             32  sun.security.ssl.X509TrustManagerImpl
2545:             2             32  sun.security.util.DisabledAlgorithmConstraints$KeySizeConstraints
2546:             1             32  sun.security.validator.SimpleValidator
2547:             1             32  sun.security.x509.AuthorityInfoAccessExtension
2548:             1             32  sun.security.x509.IssuerAlternativeNameExtension
2549:             1             32  sun.util.locale.provider.LocaleResources
2550:             1             24  [Lch.qos.logback.core.joran.spi.ConsoleTarget;
2551:             1             24  [Lch.qos.logback.core.subst.Node$Type;
2552:             1             24  [Lcom.clearspring.analytics.stream.cardinality.HyperLogLogPlus$Format;
2553:             1             24  [Lcom.github.benmanes.caffeine.cache.DisabledTicker;
2554:             1             24  [Lcom.github.benmanes.caffeine.cache.DisabledWriter;
2555:             1             24  [Lcom.github.benmanes.caffeine.cache.SingletonWeigher;
2556:             1             24  [Lcom.github.benmanes.caffeine.cache.stats.DisabledStatsCounter;
2557:             1             24  [Lcom.google.common.base.Functions$IdentityFunction;
2558:             1             24  [Lcom.google.common.cache.CacheBuilder$NullListener;
2559:             1             24  [Lcom.google.common.cache.CacheBuilder$OneWeigher;
2560:             1             24  [Lcom.google.common.cache.LocalCache$NullEntry;
2561:             1             24  [Lcom.google.common.collect.GenericMapMaker$NullListener;
2562:             1             24  [Lcom.google.common.collect.Maps$EntryFunction;
2563:             1             24  [Lcom.google.common.util.concurrent.MoreExecutors$DirectExecutor;
2564:             1             24  [Lcom.googlecode.concurrentlinkedhashmap.ConcurrentLinkedHashMap$DiscardingListener;
2565:             1             24  [Lcom.googlecode.concurrentlinkedhashmap.Weighers$SingletonEntryWeigher;
2566:             1             24  [Lcom.sun.org.apache.xerces.internal.utils.XMLSecurityPropertyManager$Property;
2567:             1             24  [Lio.prometheus.jmx.shaded.org.eclipse.jetty.io.nio.SelectorManager$SelectSet;
2568:             1             24  [Lio.prometheus.jmx.shaded.org.eclipse.jetty.server.Connector;
2569:             1             24  [Lio.prometheus.jmx.shaded.org.eclipse.jetty.servlet.ServletHolder;
2570:             1             24  [Lio.prometheus.jmx.shaded.org.eclipse.jetty.servlet.ServletMapping;
2571:             1             24  [Ljava.io.File$PathStatus;
2572:             1             24  [Ljava.lang.ClassValue$Entry;
2573:             1             24  [Ljava.lang.management.MemoryType;
2574:             1             24  [Ljava.net.InetAddress$Cache$Type;
2575:             1             24  [Ljava.net.InterfaceAddress;
2576:             1             24  [Ljava.net.StandardProtocolFamily;
2577:             1             24  [Ljava.util.Comparators$NaturalOrderComparator;
2578:             1             24  [Ljava.util.Locale$Category;
2579:             1             24  [Ljava.util.concurrent.ExecutorService;
2580:             1             24  [Ljava.util.concurrent.ThreadPoolExecutor;
2581:             1             24  [Ljavax.net.ssl.KeyManager;
2582:             1             24  [Ljavax.net.ssl.TrustManager;
2583:             1             24  [Lorg.apache.cassandra.auth.RoleResource$Level;
2584:             1             24  [Lorg.apache.cassandra.concurrent.ExecutorLocal;
2585:             1             24  [Lorg.apache.cassandra.config.Config$RequestSchedulerId;
2586:             1             24  [Lorg.apache.cassandra.cql3.QueryProcessor$InternalStateInstance;
2587:             1             24  [Lorg.apache.cassandra.cql3.Term;
2588:             1             24  [Lorg.apache.cassandra.cql3.statements.Bound;
2589:             1             24  [Lorg.apache.cassandra.db.Directories$DataDirectory;
2590:             1             24  [Lorg.apache.cassandra.db.Directories$OnTxnErr;
2591:             1             24  [Lorg.apache.cassandra.db.aggregation.AggregationSpecification$Kind;
2592:             1             24  [Lorg.apache.cassandra.db.rows.Unfiltered$Kind;
2593:             1             24  [Lorg.apache.cassandra.io.compress.BufferType;
2594:             1             24  [Lorg.apache.cassandra.io.sstable.format.SSTableReadsListener$SelectionReason;
2595:             1             24  [Lorg.apache.cassandra.metrics.TableMetrics$Sampler;
2596:             1             24  [Lorg.apache.cassandra.schema.CachingParams$Option;
2597:             1             24  [Lorg.apache.cassandra.schema.KeyspaceParams$Option;
2598:             1             24  [Lorg.apache.cassandra.streaming.ProgressInfo$Direction;
2599:             1             24  [Lorg.apache.cassandra.transport.Event$StatusChange$Status;
2600:             1             24  [Lorg.apache.cassandra.transport.Message$Direction;
